baseline_file,expected_stem,formalism,domain,found,found_file,found_extension,found_path,expected_relative_hint,output_search_dir
Collections_NewSetFromMap.json,Collections_NewSetFromMap,ere,util,1,Collections_NewSetFromMap.json,.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\util\ere\Collections_NewSetFromMap.json,util\ere\Collections_NewSetFromMap.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
Collections_SynchronizedCollection.json,Collections_SynchronizedCollection,ere,util,1,Collections_SynchronizedCollection.txt,.txt,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\util\ere\Collections_SynchronizedCollection.txt,util\ere\Collections_SynchronizedCollection.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
Collections_SynchronizedMap.json,Collections_SynchronizedMap,ere,util,1,Collections_SynchronizedMap.txt,.txt,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\util\ere\Collections_SynchronizedMap.txt,util\ere\Collections_SynchronizedMap.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
Deque_OfferRatherThanAdd.json,Deque_OfferRatherThanAdd,ere,util,1,Deque_OfferRatherThanAdd.json,.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\util\ere\Deque_OfferRatherThanAdd.json,util\ere\Deque_OfferRatherThanAdd.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
Dictionary_Obsolete.json,Dictionary_Obsolete,ere,util,1,Dictionary_Obsolete.json,.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\util\ere\Dictionary_Obsolete.json,util\ere\Dictionary_Obsolete.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
Enumeration_Obsolete.json,Enumeration_Obsolete,ere,util,1,Enumeration_Obsolete.json,.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\util\ere\Enumeration_Obsolete.json,util\ere\Enumeration_Obsolete.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
Iterator_RemoveOnce.json,Iterator_RemoveOnce,ere,util,1,Iterator_RemoveOnce.json,.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\util\ere\Iterator_RemoveOnce.json,util\ere\Iterator_RemoveOnce.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
List_UnsafeListIterator.json,List_UnsafeListIterator,ere,util,1,List_UnsafeListIterator.txt,.txt,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\util\ere\List_UnsafeListIterator.txt,util\ere\List_UnsafeListIterator.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
List_UnsynchronizedSubList.json,List_UnsynchronizedSubList,ere,util,1,List_UnsynchronizedSubList.txt,.txt,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\util\ere\List_UnsynchronizedSubList.txt,util\ere\List_UnsynchronizedSubList.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
ListIterator_RemoveOnce.json,ListIterator_RemoveOnce,ere,util,1,ListIterator_RemoveOnce.json,.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\util\ere\ListIterator_RemoveOnce.json,util\ere\ListIterator_RemoveOnce.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
ListIterator_Set.json,ListIterator_Set,ere,util,1,ListIterator_Set.txt,.txt,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\util\ere\ListIterator_Set.txt,util\ere\ListIterator_Set.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
Map_CollectionViewAdd.json,Map_CollectionViewAdd,ere,util,1,Map_CollectionViewAdd.json,.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\util\ere\Map_CollectionViewAdd.json,util\ere\Map_CollectionViewAdd.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
Map_UnsafeIterator.json,Map_UnsafeIterator,ere,util,1,Map_UnsafeIterator.txt,.txt,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\util\ere\Map_UnsafeIterator.txt,util\ere\Map_UnsafeIterator.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
Map_UnsynchronizedAddAll.json,Map_UnsynchronizedAddAll,ere,util,1,Map_UnsynchronizedAddAll.txt,.txt,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\util\ere\Map_UnsynchronizedAddAll.txt,util\ere\Map_UnsynchronizedAddAll.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
NavigableMap_Modification.json,NavigableMap_Modification,ere,util,1,NavigableMap_Modification.txt,.txt,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\util\ere\NavigableMap_Modification.txt,util\ere\NavigableMap_Modification.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
NavigableMap_UnsafeIterator.json,NavigableMap_UnsafeIterator,ere,util,1,NavigableMap_UnsafeIterator.txt,.txt,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\util\ere\NavigableMap_UnsafeIterator.txt,util\ere\NavigableMap_UnsafeIterator.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
NavigableSet_Modification.json,NavigableSet_Modification,ere,util,1,NavigableSet_Modification.txt,.txt,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random\few_k3\util\ere\NavigableSet_Modification.txt,util\ere\NavigableSet_Modification.json,C:\UFPE\Siesta\project_LLM_spec\nl2spec\output\llm\Claude\claude-sonnet-4-6\random
