id,provider,model,selection,shot_mode,k,domain,ir_type,start_timestamp,end_timestamp,generation_time_ms
Math_ContendedRandom,openAI,gpt-4o,mmr,few,3,lang,ere,1777491725.253721,1777491730.4524353,5198.714
NavigableMap_Modification,openAI,gpt-4o,mmr,few,3,util,ere,1777491730.4935062,1777491745.2075927,14714.087
NavigableMap_UnsafeIterator,openAI,gpt-4o,mmr,few,3,util,ere,1777491745.285577,1777491753.6477082,8362.131
NavigableSet_Modification,openAI,gpt-4o,mmr,few,3,util,ere,1777491753.6898875,1777491769.5915709,15901.683
OutputStream_ManipulateAfterClose,openAI,gpt-4o,mmr,few,3,io,ere,1777491769.6555798,1777491776.1297815,6474.202
PipedStream_SingleThread,openAI,gpt-4o,mmr,few,3,io,ere,1777491776.1706862,1777491788.1728868,12002.201
ProcessBuilder_NullKeyOrValue,openAI,gpt-4o,mmr,few,3,lang,ere,1777491788.2379656,1777491800.6791906,12441.225
ProcessBuilder_ThreadSafe,openAI,gpt-4o,mmr,few,3,lang,ere,1777491800.7351363,1777491806.1900392,5454.903
Properties_ManipulateAfterLoad,openAI,gpt-4o,mmr,few,3,util,ere,1777491806.2400863,1777491813.0759983,6835.912
PushbackInputStream_UnreadAheadLimit,openAI,gpt-4o,mmr,few,3,io,ere,1777491813.113111,1777491827.0654817,13952.371
RandomAccessFile_ManipulateAfterClose,openAI,gpt-4o,mmr,few,3,io,ere,1777491827.1205552,1777491832.7202842,5599.729
Reader_ManipulateAfterClose,openAI,gpt-4o,mmr,few,3,io,ere,1777491832.7639575,1777491837.9380224,5174.065
Reader_ReadAheadLimit,openAI,gpt-4o,mmr,few,3,io,ere,1777491837.965438,1777491846.819969,8854.531
Reader_UnmarkedReset,openAI,gpt-4o,mmr,few,3,io,ere,1777491846.8831785,1777491851.1843326,4301.154
ResourceBundleControl_MutateFormatList,openAI,gpt-4o,mmr,few,3,util,ere,1777491851.2172966,1777491856.7581613,5540.865
Scanner_ManipulateAfterClose,openAI,gpt-4o,mmr,few,3,util,ere,1777491856.7851725,1777491868.6987166,11913.544
Scanner_SearchAfterClose,openAI,gpt-4o,mmr,few,3,util,ere,1777491868.7467167,1777491875.361504,6614.787
SecurityManager_Permission,openAI,gpt-4o,mmr,few,3,lang,ere,1777491875.3975022,1777491879.8764687,4478.966
ServerSocket_LargeReceiveBuffer,openAI,gpt-4o,mmr,few,3,net,ere,1777491879.9083374,1777491890.6360128,10727.675
ServerSocket_PerformancePreferences,openAI,gpt-4o,mmr,few,3,net,ere,1777491890.6907241,1777491896.6204083,5929.684
ServerSocket_ReuseAddress,openAI,gpt-4o,mmr,few,3,net,ere,1777491896.6638694,1777491906.2018993,9538.03
ServerSocket_SetTimeoutBeforeBlocking,openAI,gpt-4o,mmr,few,3,net,ere,1777491906.2467985,1777491915.3882732,9141.475
ServiceLoaderIterator_Remove,openAI,gpt-4o,mmr,few,3,util,ere,1777491915.4242735,1777491919.5416613,4117.388
ServiceLoader_MultipleConcurrentThreads,openAI,gpt-4o,mmr,few,3,util,ere,1777491919.5916398,1777491932.2302387,12638.599
ShutdownHook_LateRegister,openAI,gpt-4o,mmr,few,3,lang,ere,1777491932.2830899,1777491938.4609737,6177.884
SocketImpl_CloseOutput,openAI,gpt-4o,mmr,few,3,net,ere,1777491938.5156033,1777491945.2437255,6728.122
Socket_CloseInput,openAI,gpt-4o,mmr,few,3,net,ere,1777491945.288707,1777491952.6213236,7332.617
Socket_CloseOutput,openAI,gpt-4o,mmr,few,3,net,ere,1777491952.6734378,1777491960.7214627,8048.025
Socket_InputStreamUnavailable,openAI,gpt-4o,mmr,few,3,net,ere,1777491960.7741985,1777491975.0383918,14264.193
Socket_LargeReceiveBuffer,openAI,gpt-4o,mmr,few,3,net,ere,1777491975.1027434,1777491984.690225,9587.481
Socket_OutputStreamUnavailable,openAI,gpt-4o,mmr,few,3,net,ere,1777491984.7344453,1777491995.8637617,11129.316
Socket_PerformancePreferences,openAI,gpt-4o,mmr,few,3,net,ere,1777491995.908757,1777492004.3794744,8470.717
Socket_ReuseAddress,openAI,gpt-4o,mmr,few,3,net,ere,1777492004.416277,1777492012.0316148,7615.338
Socket_ReuseSocket,openAI,gpt-4o,mmr,few,3,net,ere,1777492012.0936017,1777492018.193471,6099.869
StrictMath_ContendedRandom,openAI,gpt-4o,mmr,few,3,lang,ere,1777492018.2361584,1777492022.5794482,4343.29
StringBuffer_SingleThreadUsage,openAI,gpt-4o,mmr,few,3,lang,ere,1777492022.6034265,1777492031.3643677,8760.941
StringBuilder_ThreadSafe,openAI,gpt-4o,mmr,few,3,lang,ere,1777492031.439942,1777492036.9803371,5540.395
System_WrongKeyOrValue,openAI,gpt-4o,mmr,few,3,lang,ere,1777492037.0103323,1777492053.3588035,16348.471
Thread_SetDaemonBeforeStart,openAI,gpt-4o,mmr,few,3,lang,ere,1777492053.4087887,1777492057.1422603,3733.472
Thread_StartOnce,openAI,gpt-4o,mmr,few,3,lang,ere,1777492057.1681173,1777492060.2826617,3114.544
Throwable_InitCauseOnce,openAI,gpt-4o,mmr,few,3,lang,ere,1777492060.3055274,1777492069.3039687,8998.441
URLConnection_Connect,openAI,gpt-4o,mmr,few,3,net,ere,1777492069.335985,1777492080.2829485,10946.964
URLConnection_SetBeforeConnect,openAI,gpt-4o,mmr,few,3,net,ere,1777492080.3379164,1777492089.5314388,9193.522
URL_SetURLStreamHandlerFactory,openAI,gpt-4o,mmr,few,3,net,ere,1777492089.570059,1777492093.0676122,3497.553
Writer_ManipulateAfterClose,openAI,gpt-4o,mmr,few,3,io,ere,1777492093.0895314,1777492099.2920735,6202.542
